"","source","cases"
"5138","day100_2",118
"5139","day100_2",5
"5140","day100_2",3
"5141","day100_2",8
"5142","day100_2",26
"5143","day100_2",12
"5144","day100_2",8
"5145","day100_2",0
"5146","day100_2",4
"5147","day100_2",5
"5148","day100_2",120
"5149","day100_2",0
"5150","day100_2",117
"5151","day100_2",0
"5152","day100_2",12
"5153","day100_2",0
"5154","day100_2",14
"5155","day100_2",1
"5156","day100_2",35
"5157","day100_2",2
"5158","day100_2",5
"5159","day100_2",22
"5160","day100_2",1
"5161","day100_2",12
"5162","day100_2",76
"5163","day100_2",4
"5164","day100_2",2
"5165","day100_2",13
"5166","day100_2",12
"5167","day100_2",47
"5168","day100_2",1
"5169","day100_2",9
"5170","day100_2",13
"5171","day100_2",32
"5172","day100_2",1
"5173","day100_2",0
"5174","day100_2",93
"5175","day100_2",1
"5176","day100_2",3
"5177","day100_2",0
"5178","day100_2",0
"5179","day100_2",2
"5180","day100_2",9
"5181","day100_2",9
"5182","day100_2",0
"5183","day100_2",5
"5184","day100_2",0
"5185","day100_2",1
"5186","day100_2",3
"5187","day100_2",0
"5188","day100_2",4
"5189","day100_2",128
"5190","day100_2",4
"5191","day100_2",2
"5192","day100_2",4
"5193","day100_2",39
"5194","day100_2",7
"5195","day100_2",0
"5196","day100_2",7
"5197","day100_2",1
"5198","day100_2",87
"5199","day100_2",6
"5200","day100_2",1
"5201","day100_2",9
"5202","day100_2",6
"5203","day100_2",3
"5204","day100_2",11
"5205","day100_2",1
"5206","day100_2",3
"5207","day100_2",2
"5208","day100_2",2
"5209","day100_2",4
"5210","day100_2",1
"5211","day100_2",0
"5212","day100_2",7
"5213","day100_2",5
"5214","day100_2",0
"5215","day100_2",4
"5216","day100_2",2
"5217","day100_2",142
"5218","day100_2",127
"5219","day100_2",1
"5220","day100_2",0
"5221","day100_2",2
"5222","day100_2",2
"5223","day100_2",2
"5224","day100_2",0
"5225","day100_2",5
"5226","day100_2",0
"5227","day100_2",0
"5228","day100_2",5
"5229","day100_2",5
"5230","day100_2",136
"5231","day100_2",0
"5232","day100_2",2
"5233","day100_2",0
"5234","day100_2",41
"5235","day100_2",0
"5236","day100_2",4
"5237","day100_2",2
"5238","day100_2",5
"5239","day100_2",1
"5240","day100_2",5
"5241","day100_2",1
"5242","day100_2",5
"5243","day100_2",123
"5244","day100_2",0
"5245","day100_2",9
"5246","day100_2",70
"5247","day100_2",6
"5248","day100_2",2
"5249","day100_2",4
"5250","day100_2",3
"5251","day100_2",8
"5252","day100_2",2
"5253","day100_2",7
"5254","day100_2",7
"5255","day100_2",0
"5256","day100_2",4
"5257","day100_2",3
"5258","day100_2",62
"5259","day100_2",76
"5260","day100_2",2
"5261","day100_2",0
"5262","day100_2",1
"5263","day100_2",14
"5264","day100_2",0
"5265","day100_2",79
"5266","day100_2",5
"5267","day100_2",12
"5268","day100_2",0
"5269","day100_2",5
"5270","day100_2",1
"5271","day100_2",120
"5272","day100_2",6
"5273","day100_2",2
"5274","day100_2",2
"5275","day100_2",6
"5276","day100_2",0
"5277","day100_2",3
"5278","day100_2",6
"5279","day100_2",1
"5280","day100_2",51
"5281","day100_2",0
"5282","day100_2",57
"5283","day100_2",10
"5284","day100_2",81
"5285","day100_2",33
"5286","day100_2",0
"5287","day100_2",0
"5288","day100_2",119
"5289","day100_2",2
"5290","day100_2",8
"5291","day100_2",0
"5292","day100_2",23
"5293","day100_2",1
"5294","day100_2",84
"5295","day100_2",0
"5296","day100_2",0
"5297","day100_2",2
"5298","day100_2",3
"5299","day100_2",1
"5300","day100_2",3
"5301","day100_2",41
"5302","day100_2",5
"5303","day100_2",11
"5304","day100_2",2
"5305","day100_2",123
"5306","day100_2",2
"5307","day100_2",0
"5308","day100_2",5
"5309","day100_2",103
"5310","day100_2",2
"5311","day100_2",2
"5312","day100_2",26
"5313","day100_2",0
"5314","day100_2",111
"5315","day100_2",7
"5316","day100_2",91
"5317","day100_2",0
"5318","day100_2",0
"5319","day100_2",2
"5320","day100_2",2
"5321","day100_2",99
"5322","day100_2",3
"5323","day100_2",7
"5324","day100_2",4
"5325","day100_2",3
"5326","day100_2",0
"5327","day100_2",4
"5328","day100_2",6
"5329","day100_2",87
"5330","day100_2",2
"5331","day100_2",0
"5332","day100_2",5
"5333","day100_2",7
"5334","day100_2",4
"5335","day100_2",0
"5336","day100_2",2
"5337","day100_2",2
"5338","day100_2",1
"5339","day100_2",9
"5340","day100_2",132
"5341","day100_2",0
"5342","day100_2",0
"5343","day100_2",0
"5344","day100_2",6
"5345","day100_2",20
"5346","day100_2",10
"5347","day100_2",30
"5348","day100_2",6
"5349","day100_2",70
"5350","day100_2",1
"5351","day100_2",123
"5352","day100_2",0
"5353","day100_2",5
"5354","day100_2",1
"5355","day100_2",1
"5356","day100_2",3
"5357","day100_2",67
"5358","day100_2",4
"5359","day100_2",4
"5360","day100_2",143
"5361","day100_2",75
"5362","day100_2",2
"5363","day100_2",111
"5364","day100_2",10
"5365","day100_2",2
"5366","day100_2",52
"5367","day100_2",1
"5368","day100_2",0
"5369","day100_2",24
"5370","day100_2",4
"5371","day100_2",1
"5372","day100_2",1
"5373","day100_2",0
"5374","day100_2",1
"5375","day100_2",5
"5376","day100_2",0
"5377","day100_2",1
"5378","day100_2",55
"5379","day100_2",14
"5380","day100_2",118
"5381","day100_2",4
"5382","day100_2",7
"5383","day100_2",2
"5384","day100_2",0
"5385","day100_2",6
"5386","day100_2",1
"5387","day100_2",0
"5388","day100_2",0
"5389","day100_2",0
"5390","day100_2",2
"5391","day100_2",80
"5392","day100_2",0
"5393","day100_2",0
"5394","day100_2",90
"5395","day100_2",118
"5396","day100_2",0
"5397","day100_2",0
"5398","day100_2",113
"5399","day100_2",3
"5400","day100_2",0
"5401","day100_2",9
"5402","day100_2",29
"5403","day100_2",0
"5404","day100_2",4
"5405","day100_2",0
"5406","day100_2",2
"5407","day100_2",88
"5408","day100_2",12
"5409","day100_2",48
"5410","day100_2",71
"5411","day100_2",3
"5412","day100_2",2
"5413","day100_2",2
"5414","day100_2",2
"5415","day100_2",1
"5416","day100_2",51
"5417","day100_2",27
"5418","day100_2",5
"5419","day100_2",6
"5420","day100_2",2
"5421","day100_2",0
"5422","day100_2",96
"5423","day100_2",0
"5424","day100_2",4
"5425","day100_2",136
"5426","day100_2",3
"5427","day100_2",1
"5428","day100_2",2
"5429","day100_2",4
"5430","day100_2",98
"5431","day100_2",40
"5432","day100_2",92
"5433","day100_2",1
"5434","day100_2",1
"5435","day100_2",5
"5436","day100_2",159
"5437","day100_2",3
"5438","day100_2",2
"5439","day100_2",122
"5440","day100_2",2
"5441","day100_2",1
"5442","day100_2",12
"5443","day100_2",4
"5444","day100_2",3
"5445","day100_2",2
"5446","day100_2",0
"5447","day100_2",1
"5448","day100_2",2
"5449","day100_2",5
"5450","day100_2",2
"5451","day100_2",137
"5452","day100_2",1
"5453","day100_2",6
"5454","day100_2",0
"5455","day100_2",1
"5456","day100_2",4
"5457","day100_2",2
"5458","day100_2",1
"5459","day100_2",2
"5460","day100_2",115
"5461","day100_2",2
"5462","day100_2",6
"5463","day100_2",2
"5464","day100_2",5
"5465","day100_2",50
"5466","day100_2",116
"5467","day100_2",1
"5468","day100_2",28
"5469","day100_2",11
"5470","day100_2",1
"5471","day100_2",58
"5472","day100_2",8
"5473","day100_2",0
"5474","day100_2",2
"5475","day100_2",9
"5476","day100_2",0
"5477","day100_2",0
"5478","day100_2",3
"5479","day100_2",1
"5480","day100_2",35
"5481","day100_2",1
"5482","day100_2",1
"5483","day100_2",2
"5484","day100_2",0
"5485","day100_2",0
"5486","day100_2",7
"5487","day100_2",2
"5488","day100_2",3
"5489","day100_2",86
"5490","day100_2",87
"5491","day100_2",4
"5492","day100_2",35
"5493","day100_2",54
"5494","day100_2",0
"5495","day100_2",8
"5496","day100_2",123
"5497","day100_2",2
"5498","day100_2",13
"5499","day100_2",2
"5500","day100_2",3
"5501","day100_2",8
"5502","day100_2",4
"5503","day100_2",53
"5504","day100_2",0
"5505","day100_2",4
"5506","day100_2",0
"5507","day100_2",0
"5508","day100_2",5
"5509","day100_2",1
"5510","day100_2",9
"5511","day100_2",1
"5512","day100_2",6
"5513","day100_2",9
"5514","day100_2",106
"5515","day100_2",115
"5516","day100_2",0
"5517","day100_2",2
"5518","day100_2",0
"5519","day100_2",9
"5520","day100_2",6
"5521","day100_2",2
"5522","day100_2",6
"5523","day100_2",79
"5524","day100_2",0
"5525","day100_2",24
"5526","day100_2",0
"5527","day100_2",1
"5528","day100_2",4
"5529","day100_2",5
"5530","day100_2",3
"5531","day100_2",101
"5532","day100_2",6
"5533","day100_2",0
"5534","day100_2",4
"5535","day100_2",43
"5536","day100_2",1
"5537","day100_2",1
"5538","day100_2",4
"5539","day100_2",0
"5540","day100_2",95
"5541","day100_2",0
"5542","day100_2",91
"5543","day100_2",1
"5544","day100_2",7
"5545","day100_2",0
"5546","day100_2",0
"5547","day100_2",2
"5548","day100_2",10
"5549","day100_2",4
"5550","day100_2",1
"5551","day100_2",0
"5552","day100_2",0
"5553","day100_2",6
"5554","day100_2",1
"5555","day100_2",0
"5556","day100_2",59
"5557","day100_2",8
"5558","day100_2",52
"5559","day100_2",3
"5560","day100_2",4
"5561","day100_2",0
"5562","day100_2",5
"5563","day100_2",1
"5564","day100_2",1
"5565","day100_2",2
"5566","day100_2",0
"5567","day100_2",0
"5568","day100_2",6
"5569","day100_2",29
"5570","day100_2",5
"5571","day100_2",27
"5572","day100_2",0
"5573","day100_2",134
"5574","day100_2",5
"5575","day100_2",23
"5576","day100_2",1
"5577","day100_2",9
"5578","day100_2",4
"5579","day100_2",133
"5580","day100_2",0
"5581","day100_2",103
"5582","day100_2",0
"5583","day100_2",3
"5584","day100_2",0
"5585","day100_2",4
"5586","day100_2",121
"5587","day100_2",6
"5588","day100_2",8
"5589","day100_2",5
"5590","day100_2",6
"5591","day100_2",0
"5592","day100_2",3
"5593","day100_2",3
"5594","day100_2",1
"5595","day100_2",9
"5596","day100_2",3
"5597","day100_2",10
"5598","day100_2",71
"5599","day100_2",137
"5600","day100_2",0
"5601","day100_2",0
"5602","day100_2",5
"5603","day100_2",72
"5604","day100_2",5
"5605","day100_2",1
"5606","day100_2",2
"5607","day100_2",4
"5608","day100_2",5
"5609","day100_2",0
"5610","day100_2",1
"5611","day100_2",76
"5612","day100_2",94
"5613","day100_2",18
"5614","day100_2",51
"5615","day100_2",1
"5616","day100_2",8
"5617","day100_2",0
"5618","day100_2",0
"5619","day100_2",80
"5620","day100_2",1
"5621","day100_2",1
"5622","day100_2",4
"5623","day100_2",8
"5624","day100_2",1
"5625","day100_2",41
"5626","day100_2",3
"5627","day100_2",24
"5628","day100_2",9
"5629","day100_2",2
"5630","day100_2",46
"5631","day100_2",67
"5632","day100_2",6
"5633","day100_2",5
"5634","day100_2",0
"5635","day100_2",1
"5636","day100_2",8
"5637","day100_2",64
"5638","day100_2",105
"5639","day100_2",9
"5640","day100_2",0
"5641","day100_2",10
"5642","day100_2",1
"5643","day100_2",6
"5644","day100_2",0
"5645","day100_2",32
"5646","day100_2",0
"5647","day100_2",8
"5648","day100_2",2
"5649","day100_2",4
"5650","day100_2",6
"5651","day100_2",77
"5652","day100_2",2
"5653","day100_2",100
"5654","day100_2",8
"5655","day100_2",11
"5656","day100_2",6
"5657","day100_2",124
"5658","day100_2",4
"5659","day100_2",0
"5660","day100_2",98
"5661","day100_2",4
"5662","day100_2",2
"5663","day100_2",99
"5664","day100_2",22
"5665","day100_2",46
"5666","day100_2",2
"5667","day100_2",143
"5668","day100_2",0
"5669","day100_2",3
"5670","day100_2",4
"5671","day100_2",0
"5672","day100_2",6
"5673","day100_2",69
"5674","day100_2",6
"5675","day100_2",0
"5676","day100_2",2
"5677","day100_2",9
"5678","day100_2",0
"5679","day100_2",9
"5680","day100_2",4
"5681","day100_2",0
"5682","day100_2",2
"5683","day100_2",11
"5684","day100_2",4
"5685","day100_2",0
"5686","day100_2",14
"5687","day100_2",1
"5688","day100_2",0
"5689","day100_2",0
"5690","day100_2",1
"5691","day100_2",102
"5692","day100_2",14
"5693","day100_2",5
"5694","day100_2",8
"5695","day100_2",24
"5696","day100_2",0
"5697","day100_2",2
"5698","day100_2",6
"5699","day100_2",33
"5700","day100_2",14
"5701","day100_2",30
"5702","day100_2",0
"5703","day100_2",79
"5704","day100_2",114
"5705","day100_2",22
"5706","day100_2",97
"5707","day100_2",2
"5708","day100_2",58
"5709","day100_2",0
"5710","day100_2",33
"5711","day100_2",65
"5712","day100_2",12
"5713","day100_2",0
"5714","day100_2",149
"5715","day100_2",0
"5716","day100_2",0
"5717","day100_2",43
"5718","day100_2",0
"5719","day100_2",2
"5720","day100_2",5
"5721","day100_2",0
"5722","day100_2",114
"5723","day100_2",5
"5724","day100_2",6
"5725","day100_2",34
"5726","day100_2",10
"5727","day100_2",6
"5728","day100_2",6
"5729","day100_2",0
"5730","day100_2",1
"5731","day100_2",4
"5732","day100_2",0
"5733","day100_2",9
"5734","day100_2",0
"5735","day100_2",95
"5736","day100_2",5
"5737","day100_2",5
"5738","day100_2",1
"5739","day100_2",0
"5740","day100_2",2
"5741","day100_2",99
"5742","day100_2",0
"5743","day100_2",1
"5744","day100_2",8
"5745","day100_2",0
"5746","day100_2",2
"5747","day100_2",27
"5748","day100_2",2
"5749","day100_2",7
"5750","day100_2",12
"5751","day100_2",5
"5752","day100_2",2
"5753","day100_2",108
"5754","day100_2",5
"5755","day100_2",0
"5756","day100_2",102
"5757","day100_2",2
"5758","day100_2",5
"5759","day100_2",3
"5760","day100_2",5
"5761","day100_2",3
"5762","day100_2",0
"5763","day100_2",2
"5764","day100_2",3
"5765","day100_2",26
"5766","day100_2",3
"5767","day100_2",1
"5768","day100_2",5
"5769","day100_2",4
"5770","day100_2",4
"5771","day100_2",0
"5772","day100_2",4
"5773","day100_2",109
"5774","day100_2",96
"5775","day100_2",9
"5776","day100_2",2
"5777","day100_2",1
"5778","day100_2",3
"5779","day100_2",6
"5780","day100_2",0
"5781","day100_2",11
"5782","day100_2",8
"5783","day100_2",1
"5784","day100_2",103
"5785","day100_2",53
"5786","day100_2",6
"5787","day100_2",4
"5788","day100_2",84
"5789","day100_2",6
"5790","day100_2",10
"5791","day100_2",0
"5792","day100_2",65
"5793","day100_2",10
"5794","day100_2",1
"5795","day100_2",13
"5796","day100_2",3
"5797","day100_2",0
"5798","day100_2",5
"5799","day100_2",1
"5800","day100_2",76
"5801","day100_2",11
"5802","day100_2",24
"5803","day100_2",0
"5804","day100_2",4
"5805","day100_2",2
"5806","day100_2",21
"5807","day100_2",3
"5808","day100_2",9
"5809","day100_2",77
"5810","day100_2",12
"5811","day100_2",6
"5812","day100_2",0
"5813","day100_2",0
"5814","day100_2",119
"5815","day100_2",3
"5816","day100_2",7
"5817","day100_2",0
"5818","day100_2",68
"5819","day100_2",26
"5820","day100_2",90
"5821","day100_2",5
"5822","day100_2",8
"5823","day100_2",4
"5824","day100_2",86
"5825","day100_2",0
"5826","day100_2",5
"5827","day100_2",0
"5828","day100_2",73
"5829","day100_2",2
"5830","day100_2",17
"5831","day100_2",64
"5832","day100_2",46
"5833","day100_2",0
"5834","day100_2",0
"5835","day100_2",0
"5836","day100_2",3
"5837","day100_2",0
"5838","day100_2",106
"5839","day100_2",9
"5840","day100_2",53
"5841","day100_2",1
"5842","day100_2",3
"5843","day100_2",4
"5844","day100_2",36
"5845","day100_2",2
"5846","day100_2",11
"5847","day100_2",6
"5848","day100_2",76
"5849","day100_2",2
"5850","day100_2",1
"5851","day100_2",0
"5852","day100_2",0
"5853","day100_2",0
"5854","day100_2",3
"5855","day100_2",76
"5856","day100_2",101
"5857","day100_2",88
"5858","day100_2",0
"5859","day100_2",141
"5860","day100_2",3
"5861","day100_2",4
"5862","day100_2",0
"5863","day100_2",65
"5864","day100_2",0
"5865","day100_2",30
"5866","day100_2",12
"5867","day100_2",0
"5868","day100_2",6
"5869","day100_2",0
"5870","day100_2",0
"5871","day100_2",0
"5872","day100_2",0
"5873","day100_2",4
"5874","day100_2",0
"5875","day100_2",2
"5876","day100_2",8
"5877","day100_2",4
"5878","day100_2",6
"5879","day100_2",2
"5880","day100_2",0
"5881","day100_2",1
"5882","day100_2",9
"5883","day100_2",2
"5884","day100_2",66
"5885","day100_2",0
"5886","day100_2",72
"5887","day100_2",0
"5888","day100_2",2
"5889","day100_2",4
"5890","day100_2",0
"5891","day100_2",0
"5892","day100_2",35
"5893","day100_2",4
"5894","day100_2",2
"5895","day100_2",37
"5896","day100_2",3
"5897","day100_2",35
"5898","day100_2",4
"5899","day100_2",0
"5900","day100_2",3
"5901","day100_2",3
"5902","day100_2",6
"5903","day100_2",56
"5904","day100_2",0
"5905","day100_2",0
"5906","day100_2",8
"5907","day100_2",0
"5908","day100_2",3
"5909","day100_2",4
"5910","day100_2",0
"5911","day100_2",5
"5912","day100_2",131
"5913","day100_2",7
"5914","day100_2",0
"5915","day100_2",5
"5916","day100_2",0
"5917","day100_2",1
"5918","day100_2",9
"5919","day100_2",39
"5920","day100_2",2
"5921","day100_2",0
"5922","day100_2",50
"5923","day100_2",4
"5924","day100_2",0
"5925","day100_2",65
"5926","day100_2",97
"5927","day100_2",71
"5928","day100_2",17
"5929","day100_2",1
"5930","day100_2",42
"5931","day100_2",3
"5932","day100_2",89
"5933","day100_2",6
"5934","day100_2",1
"5935","day100_2",3
"5936","day100_2",61
"5937","day100_2",126
"5938","day100_2",41
"5939","day100_2",11
"5940","day100_2",10
"5941","day100_2",9
"5942","day100_2",90
"5943","day100_2",103
"5944","day100_2",0
"5945","day100_2",0
"5946","day100_2",31
"5947","day100_2",141
"5948","day100_2",138
"5949","day100_2",0
"5950","day100_2",0
"5951","day100_2",3
"5952","day100_2",4
"5953","day100_2",90
"5954","day100_2",72
"5955","day100_2",40
"5956","day100_2",0
"5957","day100_2",0
"5958","day100_2",0
"5959","day100_2",5
"5960","day100_2",0
"5961","day100_2",3
"5962","day100_2",0
"5963","day100_2",3
"5964","day100_2",0
"5965","day100_2",4
"5966","day100_2",120
"5967","day100_2",3
"5968","day100_2",49
"5969","day100_2",85
"5970","day100_2",9
"5971","day100_2",0
"5972","day100_2",2
"5973","day100_2",1
"5974","day100_2",0
"5975","day100_2",7
"5976","day100_2",0
"5977","day100_2",35
"5978","day100_2",4
"5979","day100_2",3
"5980","day100_2",7
"5981","day100_2",4
"5982","day100_2",0
"5983","day100_2",1
"5984","day100_2",26
"5985","day100_2",8
"5986","day100_2",5
"5987","day100_2",0
"5988","day100_2",6
"5989","day100_2",4
"5990","day100_2",43
"5991","day100_2",116
"5992","day100_2",2
"5993","day100_2",39
"5994","day100_2",7
"5995","day100_2",6
"5996","day100_2",1
"5997","day100_2",12
"5998","day100_2",3
"5999","day100_2",4
"6000","day100_2",0
"6001","day100_2",2
"6002","day100_2",1
"6003","day100_2",24
"6004","day100_2",26
"6005","day100_2",8
"6006","day100_2",9
"6007","day100_2",1
"6008","day100_2",57
"6009","day100_2",6
"6010","day100_2",1
"6011","day100_2",67
"6012","day100_2",2
"6013","day100_2",0
"6014","day100_2",0
"6015","day100_2",0
"6016","day100_2",147
"6017","day100_2",8
"6018","day100_2",1
"6019","day100_2",101
"6020","day100_2",67
"6021","day100_2",57
"6022","day100_2",86
"6023","day100_2",6
"6024","day100_2",0
"6025","day100_2",102
"6026","day100_2",111
"6027","day100_2",1
"6028","day100_2",1
"6029","day100_2",3
"6030","day100_2",95
"6031","day100_2",41
"6032","day100_2",4
"6033","day100_2",49
"6034","day100_2",52
"6035","day100_2",6
"6036","day100_2",139
"6037","day100_2",15
"6038","day100_2",4
"6039","day100_2",3
"6040","day100_2",10
"6041","day100_2",0
"6042","day100_2",149
"6043","day100_2",0
"6044","day100_2",1
"6045","day100_2",4
"6046","day100_2",104
"6047","day100_2",0
"6048","day100_2",0
"6049","day100_2",11
"6050","day100_2",81
"6051","day100_2",17
"6052","day100_2",2
"6053","day100_2",0
"6054","day100_2",92
"6055","day100_2",35
"6056","day100_2",4
"6057","day100_2",7
"6058","day100_2",0
"6059","day100_2",2
"6060","day100_2",1
"6061","day100_2",0
"6062","day100_2",125
"6063","day100_2",4
"6064","day100_2",7
"6065","day100_2",66
"6066","day100_2",5
"6067","day100_2",5
"6068","day100_2",6
"6069","day100_2",121
"6070","day100_2",0
"6071","day100_2",3
"6072","day100_2",4
"6073","day100_2",67
"6074","day100_2",7
"6075","day100_2",75
"6076","day100_2",6
"6077","day100_2",155
"6078","day100_2",132
"6079","day100_2",7
"6080","day100_2",3
"6081","day100_2",136
"6082","day100_2",4
"6083","day100_2",31
"6084","day100_2",1
"6085","day100_2",1
"6086","day100_2",3
"6087","day100_2",3
"6088","day100_2",0
"6089","day100_2",1
"6090","day100_2",6
"6091","day100_2",4
"6092","day100_2",117
"6093","day100_2",128
"6094","day100_2",69
"6095","day100_2",2
"6096","day100_2",75
"6097","day100_2",4
"6098","day100_2",10
"6099","day100_2",22
"6100","day100_2",0
"6101","day100_2",0
"6102","day100_2",1
"6103","day100_2",2
"6104","day100_2",76
"6105","day100_2",4
"6106","day100_2",1
"6107","day100_2",10
"6108","day100_2",62
"6109","day100_2",0
"6110","day100_2",7
"6111","day100_2",3
"6112","day100_2",0
"6113","day100_2",0
"6114","day100_2",39
"6115","day100_2",8
"6116","day100_2",131
"6117","day100_2",3
"6118","day100_2",9
"6119","day100_2",0
"6120","day100_2",22
"6121","day100_2",37
"6122","day100_2",10
"6123","day100_2",0
"6124","day100_2",0
"6125","day100_2",49
"6126","day100_2",0
"6127","day100_2",4
"6128","day100_2",2
"6129","day100_2",107
"6130","day100_2",0
"6131","day100_2",1
"6132","day100_2",12
"6133","day100_2",1
"6134","day100_2",0
"6135","day100_2",1
"6136","day100_2",1
"6137","day100_2",0
"6138","day100_2",3
"6139","day100_2",2
"6140","day100_2",9
"6141","day100_2",0
"6142","day100_2",0
"6143","day100_2",12
"6144","day100_2",6
"6145","day100_2",4
"6146","day100_2",1
"6147","day100_2",7
"6148","day100_2",3
"6149","day100_2",125
"6150","day100_2",1
"6151","day100_2",0
"6152","day100_2",0
"6153","day100_2",1
"6154","day100_2",5
"6155","day100_2",33
"6156","day100_2",1
"6157","day100_2",1
"6158","day100_2",48
"6159","day100_2",12
"6160","day100_2",3
"6161","day100_2",2
"6162","day100_2",105
"6163","day100_2",0
"6164","day100_2",7
"6165","day100_2",7
"6166","day100_2",2
"6167","day100_2",1
"6168","day100_2",4
"6169","day100_2",0
"6170","day100_2",8
"6171","day100_2",5
"6172","day100_2",8
"6173","day100_2",11
"6174","day100_2",2
"6175","day100_2",0
"6176","day100_2",113
"6177","day100_2",76
"6178","day100_2",14
"6179","day100_2",1
"6180","day100_2",2
"6181","day100_2",2
"6182","day100_2",0
"6183","day100_2",108
"6184","day100_2",4
"6185","day100_2",5
"6186","day100_2",4
"6187","day100_2",1
"6188","day100_2",5
"6189","day100_2",0
"6190","day100_2",5
"6191","day100_2",0
"6192","day100_2",0
"6193","day100_2",57
"6194","day100_2",2
"6195","day100_2",7
"6196","day100_2",6
"6197","day100_2",0
"6198","day100_2",5
"6199","day100_2",85
"6200","day100_2",0
"6201","day100_2",3
"6202","day100_2",1
"6203","day100_2",88
"6204","day100_2",4
"6205","day100_2",88
"6206","day100_2",0
"6207","day100_2",5
"6208","day100_2",3
"6209","day100_2",5
"6210","day100_2",0
"6211","day100_2",0
"6212","day100_2",124
"6213","day100_2",70
"6214","day100_2",6
"6215","day100_2",1
"6216","day100_2",0
"6217","day100_2",1
"6218","day100_2",1
"6219","day100_2",1
"6220","day100_2",0
"6221","day100_2",5
"6222","day100_2",6
"6223","day100_2",4
"6224","day100_2",8
"6225","day100_2",6
"6226","day100_2",2
"6227","day100_2",9
"6228","day100_2",3
"6229","day100_2",57
"6230","day100_2",5
"6231","day100_2",3
"6232","day100_2",0
"6233","day100_2",1
"6234","day100_2",0
"6235","day100_2",2
"6236","day100_2",1
"6237","day100_2",6
"6238","day100_2",2
"6239","day100_2",31
"6240","day100_2",85
"6241","day100_2",6
"6242","day100_2",106
"6243","day100_2",0
"6244","day100_2",112
"6245","day100_2",0
"6246","day100_2",8
"6247","day100_2",1
"6248","day100_2",4
"6249","day100_2",101
"6250","day100_2",83
"6251","day100_2",3
"6252","day100_2",0
"6253","day100_2",100
"6254","day100_2",57
"6255","day100_2",1
"6256","day100_2",7
"6257","day100_2",47
"6258","day100_2",1
"6259","day100_2",6
"6260","day100_2",2
"6261","day100_2",100
"6262","day100_2",7
"6263","day100_2",47
"6264","day100_2",5
"6265","day100_2",0
"6266","day100_2",129
"6267","day100_2",0
"6268","day100_2",11
"6269","day100_2",0
"6270","day100_2",5
"6271","day100_2",0
"6272","day100_2",8
"6273","day100_2",80
"6274","day100_2",2
"6275","day100_2",34
"6276","day100_2",4
"6277","day100_2",5
"6278","day100_2",76
"6279","day100_2",1
"6280","day100_2",4
"6281","day100_2",9
"6282","day100_2",12
"6283","day100_2",3
"6284","day100_2",0
"6285","day100_2",10
"6286","day100_2",37
"6287","day100_2",3
"6288","day100_2",3
"6289","day100_2",8
"6290","day100_2",3
"6291","day100_2",132
"6292","day100_2",30
"6293","day100_2",0
"6294","day100_2",2
"6295","day100_2",0
"6296","day100_2",2
"6297","day100_2",110
"6298","day100_2",0
"6299","day100_2",10
"6300","day100_2",3
"6301","day100_2",0
"6302","day100_2",2
"6303","day100_2",0
"6304","day100_2",3
"6305","day100_2",2
"6306","day100_2",99
"6307","day100_2",14
"6308","day100_2",72
"6309","day100_2",1
"6310","day100_2",0
"6311","day100_2",2
"6312","day100_2",0
"6313","day100_2",41
"6314","day100_2",120
"6315","day100_2",3
"6316","day100_2",6
"6317","day100_2",4
"6318","day100_2",5
"6319","day100_2",3
"6320","day100_2",0
"6321","day100_2",0
"6322","day100_2",0
"6323","day100_2",68
"6324","day100_2",3
"6325","day100_2",1
"6326","day100_2",0
"6327","day100_2",5
"6328","day100_2",11
"6329","day100_2",6
"6330","day100_2",29
"6331","day100_2",35
"6332","day100_2",0
"6333","day100_2",3
"6334","day100_2",5
"6335","day100_2",4
"6336","day100_2",54
"6337","day100_2",10
"6338","day100_2",0
"6339","day100_2",0
"6340","day100_2",75
"6341","day100_2",68
"6342","day100_2",5
"6343","day100_2",7
"6344","day100_2",2
"6345","day100_2",52
"6346","day100_2",0
"6347","day100_2",21
"6348","day100_2",1
"6349","day100_2",86
"6350","day100_2",0
"6351","day100_2",15
"6352","day100_2",81
"6353","day100_2",2
"6354","day100_2",1
"6355","day100_2",1
"6356","day100_2",1
"6357","day100_2",0
"6358","day100_2",8
"6359","day100_2",7
"6360","day100_2",55
"6361","day100_2",12
"6362","day100_2",114
"6363","day100_2",11
"6364","day100_2",4
"6365","day100_2",9
"6366","day100_2",87
"6367","day100_2",44
"6368","day100_2",21
"6369","day100_2",0
"6370","day100_2",2
"6371","day100_2",0
"6372","day100_2",113
"6373","day100_2",3
"6374","day100_2",9
"6375","day100_2",5
"6376","day100_2",92
"6377","day100_2",5
"6378","day100_2",101
"6379","day100_2",11
"6380","day100_2",0
"6381","day100_2",1
"6382","day100_2",3
"6383","day100_2",5
"6384","day100_2",1
"6385","day100_2",2
"6386","day100_2",118
"6387","day100_2",12
"6388","day100_2",72
"6389","day100_2",0
"6390","day100_2",6
"6391","day100_2",7
"6392","day100_2",4
"6393","day100_2",5
"6394","day100_2",122
"6395","day100_2",0
"6396","day100_2",0
"6397","day100_2",68
"6398","day100_2",6
"6399","day100_2",7
"6400","day100_2",79
"6401","day100_2",74
"6402","day100_2",2
"6403","day100_2",0
"6404","day100_2",51
"6405","day100_2",2
"6406","day100_2",2
"6407","day100_2",24
"6408","day100_2",0
"6409","day100_2",1
