"","source","cases"
"7682","day100_2",27
"7683","day100_2",37
"7684","day100_2",9
"7685","day100_2",87
"7686","day100_2",53
"7687","day100_2",131
"7688","day100_2",100
"7689","day100_2",0
"7690","day100_2",3
"7691","day100_2",6
"7692","day100_2",9
"7693","day100_2",123
"7694","day100_2",0
"7695","day100_2",4
"7696","day100_2",8
"7697","day100_2",9
"7698","day100_2",7
"7699","day100_2",2
"7700","day100_2",42
"7701","day100_2",5
"7702","day100_2",6
"7703","day100_2",123
"7704","day100_2",3
"7705","day100_2",2
"7706","day100_2",115
"7707","day100_2",0
"7708","day100_2",1
"7709","day100_2",10
"7710","day100_2",1
"7711","day100_2",113
"7712","day100_2",0
"7713","day100_2",0
"7714","day100_2",8
"7715","day100_2",2
"7716","day100_2",56
"7717","day100_2",1
"7718","day100_2",13
"7719","day100_2",0
"7720","day100_2",5
"7721","day100_2",5
"7722","day100_2",0
"7723","day100_2",17
"7724","day100_2",0
"7725","day100_2",1
"7726","day100_2",0
"7727","day100_2",0
"7728","day100_2",84
"7729","day100_2",1
"7730","day100_2",10
"7731","day100_2",108
"7732","day100_2",119
"7733","day100_2",2
"7734","day100_2",126
"7735","day100_2",7
"7736","day100_2",1
"7737","day100_2",1
"7738","day100_2",89
"7739","day100_2",2
"7740","day100_2",0
"7741","day100_2",3
"7742","day100_2",0
"7743","day100_2",0
"7744","day100_2",4
"7745","day100_2",7
"7746","day100_2",93
"7747","day100_2",0
"7748","day100_2",3
"7749","day100_2",0
"7750","day100_2",0
"7751","day100_2",0
"7752","day100_2",53
"7753","day100_2",1
"7754","day100_2",0
"7755","day100_2",140
"7756","day100_2",101
"7757","day100_2",6
"7758","day100_2",1
"7759","day100_2",7
"7760","day100_2",77
"7761","day100_2",3
"7762","day100_2",41
"7763","day100_2",3
"7764","day100_2",1
"7765","day100_2",3
"7766","day100_2",43
"7767","day100_2",1
"7768","day100_2",1
"7769","day100_2",105
"7770","day100_2",1
"7771","day100_2",1
"7772","day100_2",2
"7773","day100_2",0
"7774","day100_2",96
"7775","day100_2",126
"7776","day100_2",1
"7777","day100_2",7
"7778","day100_2",97
"7779","day100_2",6
"7780","day100_2",3
"7781","day100_2",90
"7782","day100_2",0
"7783","day100_2",1
"7784","day100_2",4
"7785","day100_2",56
"7786","day100_2",5
"7787","day100_2",0
"7788","day100_2",0
"7789","day100_2",3
"7790","day100_2",4
"7791","day100_2",0
"7792","day100_2",90
"7793","day100_2",60
"7794","day100_2",2
"7795","day100_2",0
"7796","day100_2",0
"7797","day100_2",6
"7798","day100_2",69
"7799","day100_2",1
"7800","day100_2",6
"7801","day100_2",82
"7802","day100_2",11
"7803","day100_2",5
"7804","day100_2",42
"7805","day100_2",10
"7806","day100_2",6
"7807","day100_2",0
"7808","day100_2",102
"7809","day100_2",14
"7810","day100_2",1
"7811","day100_2",4
"7812","day100_2",1
"7813","day100_2",11
"7814","day100_2",3
"7815","day100_2",2
"7816","day100_2",1
"7817","day100_2",3
"7818","day100_2",38
"7819","day100_2",1
"7820","day100_2",152
"7821","day100_2",127
"7822","day100_2",6
"7823","day100_2",5
"7824","day100_2",1
"7825","day100_2",0
"7826","day100_2",2
"7827","day100_2",0
"7828","day100_2",2
"7829","day100_2",0
"7830","day100_2",3
"7831","day100_2",57
"7832","day100_2",5
"7833","day100_2",3
"7834","day100_2",37
"7835","day100_2",3
"7836","day100_2",7
"7837","day100_2",1
"7838","day100_2",3
"7839","day100_2",3
"7840","day100_2",1
"7841","day100_2",0
"7842","day100_2",2
"7843","day100_2",0
"7844","day100_2",23
"7845","day100_2",9
"7846","day100_2",3
"7847","day100_2",0
"7848","day100_2",7
"7849","day100_2",46
"7850","day100_2",7
"7851","day100_2",30
"7852","day100_2",17
"7853","day100_2",58
"7854","day100_2",1
"7855","day100_2",47
"7856","day100_2",5
"7857","day100_2",0
"7858","day100_2",31
"7859","day100_2",87
"7860","day100_2",1
"7861","day100_2",8
"7862","day100_2",137
"7863","day100_2",3
"7864","day100_2",8
"7865","day100_2",39
"7866","day100_2",3
"7867","day100_2",20
"7868","day100_2",105
"7869","day100_2",66
"7870","day100_2",40
"7871","day100_2",5
"7872","day100_2",0
"7873","day100_2",22
"7874","day100_2",0
"7875","day100_2",0
"7876","day100_2",0
"7877","day100_2",4
"7878","day100_2",9
"7879","day100_2",28
"7880","day100_2",2
"7881","day100_2",3
"7882","day100_2",4
"7883","day100_2",7
"7884","day100_2",8
"7885","day100_2",6
"7886","day100_2",7
"7887","day100_2",2
"7888","day100_2",2
"7889","day100_2",105
"7890","day100_2",120
"7891","day100_2",0
"7892","day100_2",0
"7893","day100_2",0
"7894","day100_2",2
"7895","day100_2",105
"7896","day100_2",0
"7897","day100_2",6
"7898","day100_2",2
"7899","day100_2",4
"7900","day100_2",7
"7901","day100_2",0
"7902","day100_2",112
"7903","day100_2",8
"7904","day100_2",3
"7905","day100_2",13
"7906","day100_2",1
"7907","day100_2",1
"7908","day100_2",5
"7909","day100_2",1
"7910","day100_2",1
"7911","day100_2",20
"7912","day100_2",0
"7913","day100_2",3
"7914","day100_2",2
"7915","day100_2",3
"7916","day100_2",2
"7917","day100_2",0
"7918","day100_2",6
"7919","day100_2",0
"7920","day100_2",2
"7921","day100_2",3
"7922","day100_2",6
"7923","day100_2",6
"7924","day100_2",81
"7925","day100_2",0
"7926","day100_2",2
"7927","day100_2",0
"7928","day100_2",2
"7929","day100_2",5
"7930","day100_2",4
"7931","day100_2",2
"7932","day100_2",0
"7933","day100_2",1
"7934","day100_2",0
"7935","day100_2",63
"7936","day100_2",0
"7937","day100_2",5
"7938","day100_2",4
"7939","day100_2",2
"7940","day100_2",6
"7941","day100_2",125
"7942","day100_2",0
"7943","day100_2",8
"7944","day100_2",12
"7945","day100_2",0
"7946","day100_2",13
"7947","day100_2",0
"7948","day100_2",9
"7949","day100_2",1
"7950","day100_2",6
"7951","day100_2",0
"7952","day100_2",9
"7953","day100_2",4
"7954","day100_2",1
"7955","day100_2",5
"7956","day100_2",3
"7957","day100_2",29
"7958","day100_2",0
"7959","day100_2",7
"7960","day100_2",30
"7961","day100_2",123
"7962","day100_2",2
"7963","day100_2",4
"7964","day100_2",1
"7965","day100_2",5
"7966","day100_2",3
"7967","day100_2",41
"7968","day100_2",0
"7969","day100_2",0
"7970","day100_2",5
"7971","day100_2",3
"7972","day100_2",126
"7973","day100_2",3
"7974","day100_2",17
"7975","day100_2",66
"7976","day100_2",2
"7977","day100_2",101
"7978","day100_2",1
"7979","day100_2",0
"7980","day100_2",0
"7981","day100_2",9
"7982","day100_2",16
"7983","day100_2",3
"7984","day100_2",0
"7985","day100_2",10
"7986","day100_2",1
"7987","day100_2",0
"7988","day100_2",96
"7989","day100_2",1
"7990","day100_2",9
"7991","day100_2",9
"7992","day100_2",5
"7993","day100_2",3
"7994","day100_2",0
"7995","day100_2",7
"7996","day100_2",75
"7997","day100_2",3
"7998","day100_2",60
"7999","day100_2",9
"8000","day100_2",7
